AGE,BMI,SLEEP,SMOKE,DIABETES_PREVALENCE,CVD_PREVALENCE,DIABETES_RISK,CVD_RISK
65,0,2,1,0.15953019826506196,0.3202447899026231,1.2897043983179322,3.503783401375935
65,1,0,0,0.1216796910225744,0.20408258655766182,0.9837061221289158,2.2328581192781676
65,1,0,1,0.1216796910225744,0.2408185770411503,0.9837061221289158,2.6347848882610125
65,1,1,0,0.1216796910225744,0.19516690842051404,0.9837061221289158,2.1353120980659335
65,1,1,1,0.1216796910225744,0.23000976667096493,0.9837061221289158,2.516526195043267
65,1,2,0,0.16939819672440723,0.283124166647194,1.369481150017735,3.0976483830649415
65,1,2,1,0.16786463739463137,0.297694467637422,1.3570832577427738,3.257061370792659
65,2,0,0,0.19863860949285608,0.2057717864997829,1.6058720613700928,2.2513395775420437
65,2,0,1,0.19863860949285608,0.24250777698327142,1.6058720613700928,2.6532663465248887
65,2,1,0,0.19863860949285608,0.19685610836263515,1.6058720613700928,2.1537935563298096
65,2,1,1,0.19863860949285608,0.23169896661308595,1.6058720613700928,2.5350076533071424
65,2,2,0,0.23671749667829683,0.28481336658931505,1.9137166501702483,3.116129841328817
65,2,2,1,0.23518393734852097,0.29938366757954316,1.9013187578952873,3.2755428290565356
65,3,0,0,0.3047653600251918,0.21720031265190573,2.4638421411999194,2.3763785524030387
65,3,0,1,0.29811344197064044,0.25531694392101856,2.4100654389485303,2.79341084822179
65,3,1,0,0.30556348838643127,0.20828463451475807,2.4702945224362454,2.278832531190806
65,3,1,1,0.29891157033188,0.24450813355083315,2.4165178201848567,2.675152155004044
65,3,2,0,0.3834792635690772,0.3073374150680591,3.1001960648667684,3.3625644116323885
65,3,2,1,0.37529378618475007,0.3232883568439115,3.0340214703404187,3.537082926196012
75,0,0,0,0.12025957528608655,0.26118331086043295,0.9722253521468854,2.857594496970457
75,0,0,1,0.12025957528608655,0.28716621192333963,0.9722253521468854,3.141872213062224
75,0,1,0,0.12025957528608655,0.2463011208561335,0.9722253521468854,2.694769145997401
75,0,1,1,0.12025957528608655,0.2703908896860025,0.9722253521468854,2.9583341900836557
75,0,2,0,0.17087934875190705,0.34036430977133214,1.3814553612029437,3.723910135619047
75,0,2,1,0.16934578942213122,0.34418152134097846,1.3690574689279826,3.765674070455688
75,1,0,0,0.128594014415656,0.2498103096380981,1.0396042115717274,2.733163017792414
75,1,0,1,0.128594014415656,0.2727139991884581,1.0396042115717274,2.9837512234622716
75,1,1,0,0.128594014415656,0.2367958886432792,1.0396042115717274,2.5907728409716433
75,1,1,1,0.128594014415656,0.2578064459606015,1.0396042115717274,2.8206483746359883
75,1,2,0,0.1792137878814765,0.3147183889028043,1.4488342206277856,3.44331930421326
75,1,2,1,0.17768022855170065,0.3154563889599039,1.4364363283528248,3.451393728627991
75,2,0,0,0.20679064650698817,0.2508911997058744,1.671776310889723,2.7449889859192904
75,2,0,1,0.20679064650698817,0.27379488925623446,1.671776310889723,2.9955771915891485
75,2,1,0,0.20679064650698817,0.2378767787110555,1.671776310889723,2.60259880909852
75,2,1,1,0.20679064650698817,0.2588873360283778,1.671776310889723,2.832474342762865
75,2,2,0,0.2466555789766102,0.3157992789705806,1.994059986982783,3.4551452723401366
75,2,2,1,0.24512201964683433,0.3165372790276802,1.9816620947078218,3.4632196967548676
75,3,0,0,0.3058129738172168,0.255743971746276,2.4723114600499363,2.7980829398630545
75,3,0,1,0.2991610557626655,0.28002830208226037,2.418534757798547,3.0637766723688187
75,3,1,0,0.30661110217845633,0.2427295507514571,2.4787638412862627,2.655692763042284
75,3,1,1,0.29995918412390504,0.2651207488544038,2.4249871390348736,2.9006738235425362
75,3,2,0,0.38505535118323136,0.3317475733376034,3.1129377723943406,3.629634821726477
75,3,2,1,0.37686987379890424,0.3338662141803274,3.046763177867991,3.6528147729771145
85,0,0,0,0.11872917805241463,0.2648577676769834,0.9598530234912109,2.897796558670873
85,0,0,1,0.11872917805241463,0.2908406687398901,0.9598530234912109,3.182074274762641
85,0,1,0,0.11872917805241463,0.24997557767268394,0.9598530234912109,2.734971207697817
85,0,1,1,0.11872917805241463,0.274065346502553,0.9598530234912109,2.9985362517840723
85,0,2,0,0.16934895151823515,0.31953033167552825,1.3690830325472692,3.4959665470320043
85,0,2,1,0.16781539218845928,0.32334754324517456,1.3566851402723081,3.5377304818686452
85,1,0,0,0.12706361718198408,0.2489532502519514,1.027231882916053,2.7237859707775742
85,1,0,1,0.12706361718198408,0.2718569398023114,1.027231882916053,2.974374176447432
85,1,1,0,0.12706361718198408,0.23593882925713244,1.027231882916053,2.5813957939568035
85,1,1,1,0.12706361718198408,0.25694938657445476,1.027231882916053,2.8112713276211485
85,1,2,0,0.17768339064780458,0.2893528946043032,1.4364618919721113,3.165796606910961
85,1,2,1,0.17614983131802872,0.29009089466140275,1.42406399969715,3.1738710313256915
85,2,0,0,0.20679064650698817,0.2500341403197277,1.671776310889723,2.735611938904451
85,2,0,1,0.20679064650698817,0.27293782987008774,1.671776310889723,2.9862001445743087
85,2,1,0,0.20679064650698817,0.23701971932490878,1.671776310889723,2.5932217620836804
85,2,1,1,0.20679064650698817,0.2580302766422311,1.671776310889723,2.823097295748026
85,2,2,0,0.2466555789766102,0.29043378467207953,1.994059986982783,3.177622575037838
85,2,2,1,0.24512201964683433,0.29117178472917904,1.9816620947078218,3.185696999452568
85,3,0,0,0.3058129738172168,0.25433707852976645,2.4723114600499363,2.782690186397765
85,3,0,1,0.2991610557626655,0.2786214088657508,2.418534757798547,3.0483839189035287
85,3,1,0,0.30661110217845633,0.24132265753494742,2.4787638412862627,2.6403000095769933
85,3,1,1,0.29995918412390504,0.2637138556378942,2.4249871390348736,2.8852810700772458
85,3,2,0,0.38505535118323136,0.3058322452087394,3.1129377723943406,3.346096417973727
85,3,2,1,0.37686987379890424,0.3079508860514633,3.046763177867991,3.3692763692243637
